state,district,district_id,year_month,respiratory_cases,cardiovascular_cases,diarrhoea_cases,total_opd_visits,month
Haryana,Rewari,198.0,2019-01,34.0,,,,1
Haryana,Rohtak,199.0,2019-01,415.0,,,,1
Haryana,Sirsa,200.0,2019-01,12.0,,,,1
Haryana,Sonipat,201.0,2019-01,22.0,,,,1
Haryana,Yamunanagar,203.0,2019-01,110.0,,,,1
Himachal Pradesh,Bilaspur,204.0,2019-01,24.0,,,,1
Himachal Pradesh,Chamba,205.0,2019-01,175.0,,,,1
Himachal Pradesh,Hamirpur,661.0,2019-01,91.0,,,,1
Himachal Pradesh,Kangra,207.0,2019-01,887.0,,,,1
Himachal Pradesh,Kinnaur,208.0,2019-01,20.0,,,,1
Himachal Pradesh,Kullu,209.0,2019-01,341.0,,,,1
Himachal Pradesh,Lahul And Spiti,210.0,2019-01,0.0,,,,1
Himachal Pradesh,Mandi,211.0,2019-01,183.0,,,,1
Himachal Pradesh,Shimla,212.0,2019-01,833.0,,,,1
Himachal Pradesh,Sirmaur,213.0,2019-01,365.0,,,,1
Himachal Pradesh,Solan,214.0,2019-01,317.0,,,,1
Himachal Pradesh,Una,215.0,2019-01,71.0,,,,1
Jammu And Kashmir,Anantnag,216.0,2019-01,378.0,,,,1
Jammu And Kashmir,Bandipora,217.0,2019-01,81.0,,,,1
Jammu And Kashmir,Baramulla,218.0,2019-01,368.0,,,,1
Jammu And Kashmir,Budgam,219.0,2019-01,0.0,,,,1
Jammu And Kashmir,Doda,220.0,2019-01,103.0,,,,1
Jammu And Kashmir,Ganderbal,221.0,2019-01,2.0,,,,1
Jammu And Kashmir,Jammu,222.0,2019-01,1508.0,,,,1
Jammu And Kashmir,Kathua,223.0,2019-01,567.0,,,,1
Jammu And Kashmir,Kishtwar,224.0,2019-01,75.0,,,,1
Jammu And Kashmir,Kulgam,225.0,2019-01,769.0,,,,1
Jammu And Kashmir,Kupwara,226.0,2019-01,323.0,,,,1
Jammu And Kashmir,Poonch,227.0,2019-01,142.0,,,,1
Jammu And Kashmir,Pulwama,228.0,2019-01,256.0,,,,1
Jammu And Kashmir,Rajouri,229.0,2019-01,449.0,,,,1
Jammu And Kashmir,Ramban,230.0,2019-01,79.0,,,,1
Jammu And Kashmir,Reasi,231.0,2019-01,63.0,,,,1
Jammu And Kashmir,Samba,232.0,2019-01,7.0,,,,1
Jammu And Kashmir,Shopian,233.0,2019-01,17.0,,,,1
Jammu And Kashmir,Srinagar,234.0,2019-01,108.0,,,,1
Jammu And Kashmir,Udhampur,235.0,2019-01,36.0,,,,1
Jharkhand,Bokaro,237.0,2019-01,0.0,,,,1
Jharkhand,Chatra,238.0,2019-01,58.0,,,,1
Jharkhand,Deoghar,239.0,2019-01,44.0,,,,1
Jharkhand,Dhanbad,240.0,2019-01,0.0,,,,1
Jharkhand,Dumka,241.0,2019-01,173.0,,,,1
Jharkhand,East Singhbum,242.0,2019-01,346.0,,,,1
Jharkhand,Garhwa,243.0,2019-01,0.0,,,,1
Jharkhand,Giridih,244.0,2019-01,59.0,,,,1
Jharkhand,Godda,245.0,2019-01,20.0,,,,1
Jharkhand,Gumla,246.0,2019-01,52.0,,,,1
Jharkhand,Hazaribagh,247.0,2019-01,40.0,,,,1
Jharkhand,Jamtara,248.0,2019-01,108.0,,,,1
Jharkhand,Khunti,249.0,2019-01,17.0,,,,1
Jharkhand,Koderma,250.0,2019-01,182.0,,,,1
Jharkhand,Latehar,251.0,2019-01,70.0,,,,1
Jharkhand,Lohardaga,252.0,2019-01,281.0,,,,1
Jharkhand,Pakur,253.0,2019-01,13.0,,,,1
Jharkhand,Palamu,254.0,2019-01,2.0,,,,1
Jharkhand,Ramgarh,255.0,2019-01,108.0,,,,1
Jharkhand,Ranchi,256.0,2019-01,6.0,,,,1
Jharkhand,Sahebganj,257.0,2019-01,317.0,,,,1
Jharkhand,Saraikela Kharsawan,258.0,2019-01,25.0,,,,1
Jharkhand,Simdega,259.0,2019-01,87.0,,,,1
Jharkhand,West Singhbhum,261.0,2019-01,35.0,,,,1
Karnataka,Bagalkote,262.0,2019-01,110.0,,,,1
Karnataka,Ballari,263.0,2019-01,235.0,,,,1
Karnataka,Belagavi,264.0,2019-01,2795.0,,,,1
Karnataka,Bengaluru Rural,265.0,2019-01,1102.0,,,,1
Karnataka,Bengaluru Urban,266.0,2019-01,3106.0,,,,1
Karnataka,Bidar,267.0,2019-01,712.0,,,,1
Karnataka,Chamarajanagara,268.0,2019-01,632.0,,,,1
Karnataka,Chikkaballapura,269.0,2019-01,514.0,,,,1
Karnataka,Chikkamagaluru,270.0,2019-01,252.0,,,,1
Karnataka,Chitradurga,271.0,2019-01,1485.0,,,,1
Karnataka,Dakshina Kannada,272.0,2019-01,3649.0,,,,1
Karnataka,Davangere,273.0,2019-01,487.0,,,,1
Karnataka,Dharwad,274.0,2019-01,383.0,,,,1
Karnataka,Gadag,275.0,2019-01,331.0,,,,1
Karnataka,Hassan,276.0,2019-01,6929.0,,,,1
Karnataka,Haveri,277.0,2019-01,361.0,,,,1
Karnataka,Kalaburagi,278.0,2019-01,608.0,,,,1
Karnataka,Kodagu,279.0,2019-01,173.0,,,,1
Karnataka,Kolar,280.0,2019-01,1163.0,,,,1
Karnataka,Koppal,281.0,2019-01,899.0,,,,1
Karnataka,Mandya,282.0,2019-01,389.0,,,,1
Karnataka,Mysuru,283.0,2019-01,2047.0,,,,1
Karnataka,Raichur,284.0,2019-01,1920.0,,,,1
Karnataka,Ramanagara,285.0,2019-01,357.0,,,,1
Karnataka,Shivamogga,286.0,2019-01,5941.0,,,,1
Karnataka,Tumakuru,287.0,2019-01,771.0,,,,1
Karnataka,Udupi,288.0,2019-01,219.0,,,,1
Karnataka,Uttara Kannada,290.0,2019-01,582.0,,,,1
Karnataka,Vijayapura,291.0,2019-01,197.0,,,,1
Karnataka,Yadgir,292.0,2019-01,262.0,,,,1
Kerala,Alappuzha,293.0,2019-01,1160.0,,,,1
Kerala,Ernakulam,294.0,2019-01,3167.0,,,,1
Kerala,Idukki,295.0,2019-01,571.0,,,,1
Kerala,Kannur,296.0,2019-01,289.0,,,,1
Kerala,Kasaragod,297.0,2019-01,316.0,,,,1
Kerala,Kollam,298.0,2019-01,410.0,,,,1
Kerala,Kottayam,299.0,2019-01,730.0,,,,1
Kerala,Kozhikode,300.0,2019-01,64.0,,,,1
Kerala,Malappuram,301.0,2019-01,2651.0,,,,1
Kerala,Palakkad,302.0,2019-01,840.0,,,,1
Kerala,Pathanamthitta,303.0,2019-01,1349.0,,,,1
Kerala,Thiruvananthapuram,304.0,2019-01,2841.0,,,,1
Kerala,Thrissur,305.0,2019-01,835.0,,,,1
Kerala,Wayanad,306.0,2019-01,498.0,,,,1
Ladakh,Kargil,307.0,2019-01,9.0,,,,1
Ladakh,Leh Ladakh,308.0,2019-01,197.0,,,,1
Lakshadweep,Lakshadweep District,309.0,2019-01,46.0,,,,1
Madhya Pradesh,Alirajpur,311.0,2019-01,235.0,,,,1
Madhya Pradesh,Anuppur,312.0,2019-01,161.0,,,,1
Madhya Pradesh,Ashoknagar,313.0,2019-01,835.0,,,,1
Madhya Pradesh,Balaghat,314.0,2019-01,432.0,,,,1
Madhya Pradesh,Barwani,315.0,2019-01,789.0,,,,1
Madhya Pradesh,Betul,316.0,2019-01,459.0,,,,1
Madhya Pradesh,Bhind,317.0,2019-01,1548.0,,,,1
Madhya Pradesh,Bhopal,318.0,2019-01,3065.0,,,,1
Madhya Pradesh,Burhanpur,319.0,2019-01,66.0,,,,1
Madhya Pradesh,Chhatarpur,320.0,2019-01,1386.0,,,,1
Madhya Pradesh,Chhindwara,321.0,2019-01,781.0,,,,1
Madhya Pradesh,Damoh,322.0,2019-01,565.0,,,,1
Madhya Pradesh,Datia,323.0,2019-01,560.0,,,,1
Madhya Pradesh,Dewas,324.0,2019-01,250.0,,,,1
Madhya Pradesh,Dhar,325.0,2019-01,1987.0,,,,1
Madhya Pradesh,Dindori,326.0,2019-01,164.0,,,,1
Madhya Pradesh,Guna,328.0,2019-01,448.0,,,,1
Madhya Pradesh,Gwalior,329.0,2019-01,2234.0,,,,1
Madhya Pradesh,Harda,330.0,2019-01,96.0,,,,1
Madhya Pradesh,Indore,332.0,2019-01,1657.0,,,,1
Madhya Pradesh,Jabalpur,333.0,2019-01,391.0,,,,1
Madhya Pradesh,Jhabua,334.0,2019-01,1034.0,,,,1
Madhya Pradesh,Katni,335.0,2019-01,938.0,,,,1
Madhya Pradesh,Mandla,337.0,2019-01,595.0,,,,1
Madhya Pradesh,Mandsaur,338.0,2019-01,1269.0,,,,1
Madhya Pradesh,Morena,339.0,2019-01,622.0,,,,1
Madhya Pradesh,Neemuch,341.0,2019-01,121.0,,,,1
Madhya Pradesh,Panna,343.0,2019-01,715.0,,,,1
Madhya Pradesh,Raisen,344.0,2019-01,1321.0,,,,1
Madhya Pradesh,Rajgarh,345.0,2019-01,501.0,,,,1
Madhya Pradesh,Ratlam,346.0,2019-01,393.0,,,,1
Madhya Pradesh,Rewa,347.0,2019-01,575.0,,,,1
Madhya Pradesh,Sagar,348.0,2019-01,1181.0,,,,1
Madhya Pradesh,Satna,349.0,2019-01,2669.0,,,,1
Madhya Pradesh,Sehore,350.0,2019-01,2285.0,,,,1
Madhya Pradesh,Seoni,351.0,2019-01,155.0,,,,1
Madhya Pradesh,Shahdol,352.0,2019-01,2345.0,,,,1
Madhya Pradesh,Shajapur,353.0,2019-01,311.0,,,,1
Madhya Pradesh,Sheopur,354.0,2019-01,558.0,,,,1
Madhya Pradesh,Shivpuri,355.0,2019-01,797.0,,,,1
Madhya Pradesh,Sidhi,356.0,2019-01,1822.0,,,,1
Madhya Pradesh,Singrauli,357.0,2019-01,1157.0,,,,1
Madhya Pradesh,Tikamgarh,358.0,2019-01,1867.0,,,,1
Madhya Pradesh,Ujjain,359.0,2019-01,681.0,,,,1
Madhya Pradesh,Umaria,360.0,2019-01,56.0,,,,1
Madhya Pradesh,Vidisha,362.0,2019-01,1346.0,,,,1
Maharashtra,Ahmednagar,363.0,2019-01,172.0,,,,1
Maharashtra,Akola,364.0,2019-01,383.0,,,,1
Maharashtra,Amravati,365.0,2019-01,1022.0,,,,1
Maharashtra,Beed,367.0,2019-01,763.0,,,,1
Maharashtra,Bhandara,368.0,2019-01,129.0,,,,1
Maharashtra,Buldhana,369.0,2019-01,348.0,,,,1
Maharashtra,Chandrapur,370.0,2019-01,212.0,,,,1
Maharashtra,Dhule,371.0,2019-01,244.0,,,,1
Maharashtra,Gadchiroli,372.0,2019-01,426.0,,,,1
Maharashtra,Gondia,373.0,2019-01,91.0,,,,1
Maharashtra,Hingoli,374.0,2019-01,82.0,,,,1
Maharashtra,Jalgaon,375.0,2019-01,293.0,,,,1
Maharashtra,Jalna,376.0,2019-01,107.0,,,,1
Maharashtra,Kolhapur,377.0,2019-01,481.0,,,,1
Maharashtra,Latur,378.0,2019-01,103.0,,,,1
Maharashtra,Mumbai,379.0,2019-01,5685.0,,,,1
Maharashtra,Nanded,380.0,2019-01,124.0,,,,1
Maharashtra,Nandurbar,381.0,2019-01,434.0,,,,1
Maharashtra,Nashik,382.0,2019-01,805.0,,,,1
Maharashtra,Palghar,384.0,2019-01,745.0,,,,1
Maharashtra,Parbhani,385.0,2019-01,39.0,,,,1
Maharashtra,Pune,386.0,2019-01,1834.0,,,,1
Maharashtra,Raigad,387.0,2019-01,24.0,,,,1
Maharashtra,Ratnagiri,388.0,2019-01,150.0,,,,1
Maharashtra,Sangli,389.0,2019-01,502.0,,,,1
Maharashtra,Satara,390.0,2019-01,265.0,,,,1
Maharashtra,Sindhudurg,391.0,2019-01,64.0,,,,1
Maharashtra,Solapur,392.0,2019-01,561.0,,,,1
Maharashtra,Thane,393.0,2019-01,355.0,,,,1
Maharashtra,Washim,394.0,2019-01,50.0,,,,1
Maharashtra,Yavatmal,395.0,2019-01,52.0,,,,1
Manipur,Bishnupur,396.0,2019-01,12.0,,,,1
Manipur,Chandel,397.0,2019-01,478.0,,,,1
Manipur,Churachandpur,398.0,2019-01,335.0,,,,1
Manipur,Imphal East,399.0,2019-01,4.0,,,,1
Manipur,Imphal West,400.0,2019-01,116.0,,,,1
Manipur,Tamenglong,407.0,2019-01,15.0,,,,1
Manipur,Thoubal,409.0,2019-01,71.0,,,,1
Manipur,Ukhrul,410.0,2019-01,0.0,,,,1
Meghalaya,East Garo Hills,412.0,2019-01,6.0,,,,1
Meghalaya,East Jaintia Hills,413.0,2019-01,168.0,,,,1
Meghalaya,East Khasi Hills,414.0,2019-01,1882.0,,,,1
Meghalaya,North Garo Hills,415.0,2019-01,2.0,,,,1
Meghalaya,Ri Bhoi,416.0,2019-01,134.0,,,,1
Meghalaya,South Garo Hills,417.0,2019-01,10.0,,,,1
Meghalaya,South West Garo Hills,418.0,2019-01,36.0,,,,1
Meghalaya,South West Khasi Hills,419.0,2019-01,66.0,,,,1
Meghalaya,West Garo Hills,421.0,2019-01,128.0,,,,1
Meghalaya,West Jaintia Hills,422.0,2019-01,1412.0,,,,1
Meghalaya,West Khasi Hills,423.0,2019-01,441.0,,,,1
Mizoram,Aizawl,424.0,2019-01,196.0,,,,1
Mizoram,Champhai,425.0,2019-01,160.0,,,,1
Mizoram,Kolasib,428.0,2019-01,230.0,,,,1
Mizoram,Lawngtlai,429.0,2019-01,107.0,,,,1
Mizoram,Lunglei,430.0,2019-01,321.0,,,,1
Mizoram,Mamit,431.0,2019-01,148.0,,,,1
Mizoram,Serchhip,434.0,2019-01,232.0,,,,1
Nagaland,Dimapur,436.0,2019-01,190.0,,,,1
Nagaland,Kiphire,437.0,2019-01,3.0,,,,1
Nagaland,Kohima,438.0,2019-01,4.0,,,,1
Nagaland,Longleng,439.0,2019-01,3.0,,,,1
Nagaland,Mokokchung,440.0,2019-01,56.0,,,,1
Nagaland,Mon,441.0,2019-01,54.0,,,,1
Nagaland,Peren,443.0,2019-01,4.0,,,,1
Nagaland,Phek,444.0,2019-01,2.0,,,,1
Nagaland,Tuensang,445.0,2019-01,26.0,,,,1
Nagaland,Wokha,447.0,2019-01,86.0,,,,1
Nagaland,Zunheboto,448.0,2019-01,84.0,,,,1
Odisha,Anugul,449.0,2019-01,378.0,,,,1
Odisha,Balangir,450.0,2019-01,409.0,,,,1
Odisha,Baleshwar,451.0,2019-01,1048.0,,,,1
Odisha,Bargarh,452.0,2019-01,2396.0,,,,1
Odisha,Bhadrak,453.0,2019-01,2353.0,,,,1
Odisha,Boudh,454.0,2019-01,26.0,,,,1
Odisha,Cuttack,455.0,2019-01,93.0,,,,1
Odisha,Deogarh,456.0,2019-01,55.0,,,,1
Odisha,Dhenkanal,457.0,2019-01,91.0,,,,1
Odisha,Gajapati,458.0,2019-01,286.0,,,,1
Odisha,Ganjam,459.0,2019-01,1752.0,,,,1
Odisha,Jagatsinghapur,460.0,2019-01,1275.0,,,,1
Odisha,Jajapur,461.0,2019-01,2084.0,,,,1
Odisha,Jharsuguda,462.0,2019-01,114.0,,,,1
Odisha,Kalahandi,463.0,2019-01,602.0,,,,1
Odisha,Kandhamal,464.0,2019-01,760.0,,,,1
Odisha,Kendrapara,465.0,2019-01,137.0,,,,1
Odisha,Kendujhar,466.0,2019-01,889.0,,,,1
Odisha,Khordha,467.0,2019-01,611.0,,,,1
Odisha,Koraput,468.0,2019-01,758.0,,,,1
Odisha,Malkangiri,469.0,2019-01,612.0,,,,1
Odisha,Mayurbhanj,470.0,2019-01,1955.0,,,,1
Odisha,Nabarangpur,471.0,2019-01,550.0,,,,1
Odisha,Nayagarh,472.0,2019-01,5.0,,,,1
Odisha,Nuapada,473.0,2019-01,58.0,,,,1
Odisha,Puri,474.0,2019-01,95.0,,,,1
Odisha,Rayagada,475.0,2019-01,345.0,,,,1
Odisha,Sambalpur,476.0,2019-01,234.0,,,,1
Odisha,Sonepur,477.0,2019-01,64.0,,,,1
Odisha,Sundargarh,478.0,2019-01,590.0,,,,1
Puducherry,Karaikal,480.0,2019-01,432.0,,,,1
Puducherry,Mahe,481.0,2019-01,8.0,,,,1
Puducherry,Pondicherry,482.0,2019-01,994.0,,,,1
Puducherry,Yanam,483.0,2019-01,1.0,,,,1
Punjab,Amritsar,484.0,2019-01,366.0,,,,1
Punjab,Barnala,485.0,2019-01,105.0,,,,1
Punjab,Bathinda,486.0,2019-01,365.0,,,,1
Punjab,Faridkot,487.0,2019-01,276.0,,,,1
Punjab,Fatehgarh Sahib,488.0,2019-01,51.0,,,,1
Punjab,Fazilka,489.0,2019-01,109.0,,,,1
Punjab,Ferozepur,490.0,2019-01,328.0,,,,1
Punjab,Gurdaspur,491.0,2019-01,692.0,,,,1
Punjab,Hoshiarpur,492.0,2019-01,112.0,,,,1
Punjab,Jalandhar,493.0,2019-01,287.0,,,,1
Punjab,Kapurthala,494.0,2019-01,141.0,,,,1
Punjab,Ludhiana,495.0,2019-01,1432.0,,,,1
Punjab,Mansa,497.0,2019-01,530.0,,,,1
Punjab,Moga,498.0,2019-01,57.0,,,,1
