source_id,target_id,relationship,weight,metadata,directed
2,149,PROXIMATE_TO,0.00595,distance_km=168.1,False
2,150,PROXIMATE_TO,0.008708,distance_km=114.8,False
3,4,PROXIMATE_TO,0.045245,distance_km=22.1,False
3,5,PROXIMATE_TO,0.069605,distance_km=14.4,False
3,6,PROXIMATE_TO,0.0753,distance_km=13.3,False
3,7,PROXIMATE_TO,0.074562,distance_km=13.4,False
3,8,PROXIMATE_TO,0.042002,distance_km=23.8,False
3,9,PROXIMATE_TO,0.044157,distance_km=22.6,False
3,10,PROXIMATE_TO,0.089887,distance_km=11.1,False
3,23,PROXIMATE_TO,0.005609,distance_km=178.3,False
3,26,PROXIMATE_TO,0.033076,distance_km=30.2,False
3,27,PROXIMATE_TO,0.079976,distance_km=12.5,False
3,28,PROXIMATE_TO,0.014393,distance_km=69.5,False
3,29,PROXIMATE_TO,0.004647,distance_km=215.2,False
3,61,PROXIMATE_TO,0.004289,distance_km=233.2,False
3,68,PROXIMATE_TO,0.006872,distance_km=145.5,False
3,69,PROXIMATE_TO,0.004191,distance_km=238.6,False
3,94,PROXIMATE_TO,0.003523,distance_km=283.9,False
3,131,PROXIMATE_TO,0.003486,distance_km=286.9,False
3,134,PROXIMATE_TO,0.005093,distance_km=196.4,False
3,135,PROXIMATE_TO,0.003672,distance_km=272.3,False
3,136,PROXIMATE_TO,0.004215,distance_km=237.2,False
3,141,PROXIMATE_TO,0.041467,distance_km=24.1,False
3,142,PROXIMATE_TO,0.039295,distance_km=25.4,False
3,143,PROXIMATE_TO,0.011194,distance_km=89.3,False
3,144,PROXIMATE_TO,0.004965,distance_km=201.4,False
3,145,PROXIMATE_TO,0.007876,distance_km=127.0,False
3,146,PROXIMATE_TO,0.006568,distance_km=152.3,False
3,147,PROXIMATE_TO,0.014468,distance_km=69.1,False
3,148,PROXIMATE_TO,0.021685,distance_km=46.1,False
3,149,PROXIMATE_TO,0.005953,distance_km=168.0,False
3,150,PROXIMATE_TO,0.009413,distance_km=106.2,False
4,5,PROXIMATE_TO,0.028629,distance_km=34.9,False
4,6,PROXIMATE_TO,0.067354,distance_km=14.8,False
4,7,PROXIMATE_TO,0.055799,distance_km=17.9,False
4,8,PROXIMATE_TO,0.098203,distance_km=10.2,False
4,9,PROXIMATE_TO,0.039745,distance_km=25.2,False
4,10,PROXIMATE_TO,0.043225,distance_km=23.1,False
4,23,PROXIMATE_TO,0.004991,distance_km=200.4,False
4,26,PROXIMATE_TO,0.028433,distance_km=35.2,False
4,27,PROXIMATE_TO,0.030434,distance_km=32.9,False
4,28,PROXIMATE_TO,0.0144,distance_km=69.4,False
4,29,PROXIMATE_TO,0.004384,distance_km=228.1,False
4,61,PROXIMATE_TO,0.004112,distance_km=243.2,False
4,68,PROXIMATE_TO,0.006257,distance_km=159.8,False
4,69,PROXIMATE_TO,0.004197,distance_km=238.3,False
4,131,PROXIMATE_TO,0.003777,distance_km=264.8,False
4,134,PROXIMATE_TO,0.005736,distance_km=174.3,False
4,135,PROXIMATE_TO,0.003972,distance_km=251.7,False
4,136,PROXIMATE_TO,0.004623,distance_km=216.3,False
4,139,PROXIMATE_TO,0.003441,distance_km=290.7,False
4,141,PROXIMATE_TO,0.027409,distance_km=36.5,False
4,142,PROXIMATE_TO,0.021062,distance_km=47.5,False
4,143,PROXIMATE_TO,0.014666,distance_km=68.2,False
4,144,PROXIMATE_TO,0.005543,distance_km=180.4,False
4,145,PROXIMATE_TO,0.009442,distance_km=105.9,False
4,146,PROXIMATE_TO,0.007446,distance_km=134.3,False
4,147,PROXIMATE_TO,0.019228,distance_km=52.0,False
4,148,PROXIMATE_TO,0.041218,distance_km=24.3,False
4,149,PROXIMATE_TO,0.006682,distance_km=149.7,False
4,150,PROXIMATE_TO,0.010701,distance_km=93.5,False
5,6,PROXIMATE_TO,0.045572,distance_km=21.9,False
5,7,PROXIMATE_TO,0.036551,distance_km=27.4,False
5,8,PROXIMATE_TO,0.029873,distance_km=33.5,False
5,9,PROXIMATE_TO,0.041628,distance_km=24.0,False
5,10,PROXIMATE_TO,0.042675,distance_km=23.4,False
5,23,PROXIMATE_TO,0.006018,distance_km=166.2,False
5,26,PROXIMATE_TO,0.024296,distance_km=41.2,False
5,27,PROXIMATE_TO,0.06278,distance_km=15.9,False
5,28,PROXIMATE_TO,0.012494,distance_km=80.0,False
5,29,PROXIMATE_TO,0.004632,distance_km=215.9,False
5,61,PROXIMATE_TO,0.004524,distance_km=221.0,False
5,68,PROXIMATE_TO,0.007576,distance_km=132.0,False
5,69,PROXIMATE_TO,0.004318,distance_km=231.6,False
5,94,PROXIMATE_TO,0.003692,distance_km=270.9,False
5,131,PROXIMATE_TO,0.003342,distance_km=299.2,False
5,134,PROXIMATE_TO,0.004787,distance_km=208.9,False
5,135,PROXIMATE_TO,0.00356,distance_km=280.9,False
5,136,PROXIMATE_TO,0.003983,distance_km=251.0,False
5,141,PROXIMATE_TO,0.060869,distance_km=16.4,False
5,142,PROXIMATE_TO,0.069366,distance_km=14.4,False
5,143,PROXIMATE_TO,0.00971,distance_km=103.0,False
5,144,PROXIMATE_TO,0.004647,distance_km=215.2,False
5,145,PROXIMATE_TO,0.007108,distance_km=140.7,False
5,146,PROXIMATE_TO,0.006316,distance_km=158.3,False
5,147,PROXIMATE_TO,0.013186,distance_km=75.8,False
5,148,PROXIMATE_TO,0.016896,distance_km=59.2,False
5,149,PROXIMATE_TO,0.005484,distance_km=182.3,False
5,150,PROXIMATE_TO,0.009199,distance_km=108.7,False
6,7,PROXIMATE_TO,0.050837,distance_km=19.7,False
6,8,PROXIMATE_TO,0.086424,distance_km=11.6,False
6,9,PROXIMATE_TO,0.079995,distance_km=12.5,False
6,10,PROXIMATE_TO,0.046843,distance_km=21.3,False
6,23,PROXIMATE_TO,0.005316,distance_km=188.1,False
6,26,PROXIMATE_TO,0.025518,distance_km=39.2,False
6,27,PROXIMATE_TO,0.038794,distance_km=25.8,False
6,28,PROXIMATE_TO,0.012943,distance_km=77.3,False
6,29,PROXIMATE_TO,0.004386,distance_km=228.0,False
6,61,PROXIMATE_TO,0.004352,distance_km=229.8,False
6,68,PROXIMATE_TO,0.006884,distance_km=145.3,False
6,69,PROXIMATE_TO,0.004357,distance_km=229.5,False
6,94,PROXIMATE_TO,0.003419,distance_km=292.5,False
6,131,PROXIMATE_TO,0.003606,distance_km=277.3,False
6,134,PROXIMATE_TO,0.005342,distance_km=187.2,False
6,135,PROXIMATE_TO,0.003847,distance_km=259.9,False
6,136,PROXIMATE_TO,0.004337,distance_km=230.6,False
6,141,PROXIMATE_TO,0.046079,distance_km=21.7,False
6,142,PROXIMATE_TO,0.027906,distance_km=35.8,False
6,143,PROXIMATE_TO,0.012115,distance_km=82.5,False
6,144,PROXIMATE_TO,0.005137,distance_km=194.7,False
6,145,PROXIMATE_TO,0.008317,distance_km=120.2,False
6,146,PROXIMATE_TO,0.007189,distance_km=139.1,False
6,147,PROXIMATE_TO,0.017862,distance_km=56.0,False
6,148,PROXIMATE_TO,0.026101,distance_km=38.3,False
6,149,PROXIMATE_TO,0.006079,distance_km=164.5,False
6,150,PROXIMATE_TO,0.010737,distance_km=93.1,False
7,8,PROXIMATE_TO,0.039854,distance_km=25.1,False
7,9,PROXIMATE_TO,0.031316,distance_km=31.9,False
7,10,PROXIMATE_TO,0.163607,distance_km=6.1,False
7,23,PROXIMATE_TO,0.005349,distance_km=187.0,False
7,26,PROXIMATE_TO,0.051111,distance_km=19.6,False
7,27,PROXIMATE_TO,0.05565,distance_km=18.0,False
7,28,PROXIMATE_TO,0.017301,distance_km=57.8,False
7,29,PROXIMATE_TO,0.004744,distance_km=210.8,False
7,61,PROXIMATE_TO,0.004059,distance_km=246.3,False
7,68,PROXIMATE_TO,0.006292,distance_km=158.9,False
7,69,PROXIMATE_TO,0.004014,distance_km=249.1,False
7,94,PROXIMATE_TO,0.003406,distance_km=293.6,False
7,131,PROXIMATE_TO,0.003587,distance_km=278.8,False
7,134,PROXIMATE_TO,0.005318,distance_km=188.0,False
7,135,PROXIMATE_TO,0.003716,distance_km=269.1,False
7,136,PROXIMATE_TO,0.004414,distance_km=226.5,False
7,141,PROXIMATE_TO,0.027091,distance_km=36.9,False
7,142,PROXIMATE_TO,0.02789,distance_km=35.9,False
7,143,PROXIMATE_TO,0.012589,distance_km=79.4,False
7,144,PROXIMATE_TO,0.00524,distance_km=190.8,False
7,145,PROXIMATE_TO,0.00857,distance_km=116.7,False
7,146,PROXIMATE_TO,0.006569,distance_km=152.2,False
7,147,PROXIMATE_TO,0.014335,distance_km=69.8,False
7,148,PROXIMATE_TO,0.026016,distance_km=38.4,False
7,149,PROXIMATE_TO,0.006424,distance_km=155.7,False
7,150,PROXIMATE_TO,0.009074,distance_km=110.2,False
8,9,PROXIMATE_TO,0.058445,distance_km=17.1,False
8,10,PROXIMATE_TO,0.034524,distance_km=29.0,False
8,23,PROXIMATE_TO,0.00501,distance_km=199.6,False
8,26,PROXIMATE_TO,0.022765,distance_km=43.9,False
8,27,PROXIMATE_TO,0.027696,distance_km=36.1,False
8,28,PROXIMATE_TO,0.012591,distance_km=79.4,False
8,29,PROXIMATE_TO,0.00424,distance_km=235.8,False
8,61,PROXIMATE_TO,0.004272,distance_km=234.1,False
8,68,PROXIMATE_TO,0.006571,distance_km=152.2,False
8,69,PROXIMATE_TO,0.004384,distance_km=228.1,False
8,131,PROXIMATE_TO,0.003759,distance_km=266.0,False
8,134,PROXIMATE_TO,0.005682,distance_km=176.0,False
8,135,PROXIMATE_TO,0.004022,distance_km=248.6,False
8,136,PROXIMATE_TO,0.004536,distance_km=220.4,False
8,139,PROXIMATE_TO,0.003453,distance_km=289.6,False
8,141,PROXIMATE_TO,0.032839,distance_km=30.5,False
8,142,PROXIMATE_TO,0.021097,distance_km=47.4,False
8,143,PROXIMATE_TO,0.013751,distance_km=72.7,False
8,144,PROXIMATE_TO,0.005419,distance_km=184.5,False
8,145,PROXIMATE_TO,0.009071,distance_km=110.2,False
8,146,PROXIMATE_TO,0.007769,distance_km=128.7,False
8,147,PROXIMATE_TO,0.02191,distance_km=45.6,False
8,148,PROXIMATE_TO,0.034895,distance_km=28.7,False
8,149,PROXIMATE_TO,0.006396,distance_km=156.3,False
8,150,PROXIMATE_TO,0.011749,distance_km=85.1,False
9,10,PROXIMATE_TO,0.030566,distance_km=32.7,False
9,23,PROXIMATE_TO,0.005354,distance_km=186.8,False
9,26,PROXIMATE_TO,0.019507,distance_km=51.3,False
9,27,PROXIMATE_TO,0.029384,distance_km=34.0,False
9,28,PROXIMATE_TO,0.011151,distance_km=89.7,False
9,29,PROXIMATE_TO,0.004212,distance_km=237.4,False
9,61,PROXIMATE_TO,0.004586,distance_km=218.1,False
9,68,PROXIMATE_TO,0.0074,distance_km=135.1,False
9,69,PROXIMATE_TO,0.004605,distance_km=217.2,False
9,94,PROXIMATE_TO,0.003456,distance_km=289.3,False
9,131,PROXIMATE_TO,0.003568,distance_km=280.3,False
9,134,PROXIMATE_TO,0.005241,distance_km=190.8,False
9,135,PROXIMATE_TO,0.00388,distance_km=257.7,False
9,136,PROXIMATE_TO,0.004223,distance_km=236.8,False
9,141,PROXIMATE_TO,0.069316,distance_km=14.4,False
9,142,PROXIMATE_TO,0.026133,distance_km=38.3,False
9,143,PROXIMATE_TO,0.011174,distance_km=89.5,False
9,144,PROXIMATE_TO,0.004977,distance_km=200.9,False
9,145,PROXIMATE_TO,0.007884,distance_km=126.8,False
9,146,PROXIMATE_TO,0.007441,distance_km=134.4,False
9,147,PROXIMATE_TO,0.019115,distance_km=52.3,False
9,148,PROXIMATE_TO,0.021894,distance_km=45.7,False
9,149,PROXIMATE_TO,0.005765,distance_km=173.4,False
9,150,PROXIMATE_TO,0.011751,distance_km=85.1,False
10,23,PROXIMATE_TO,0.005528,distance_km=180.9,False
10,26,PROXIMATE_TO,0.052307,distance_km=19.1,False
10,27,PROXIMATE_TO,0.083111,distance_km=12.0,False
10,28,PROXIMATE_TO,0.017137,distance_km=58.4,False
10,29,PROXIMATE_TO,0.004828,distance_km=207.1,False
10,61,PROXIMATE_TO,0.0041,distance_km=243.9,False
10,68,PROXIMATE_TO,0.006434,distance_km=155.4,False
10,69,PROXIMATE_TO,0.004009,distance_km=249.5,False
10,94,PROXIMATE_TO,0.003476,distance_km=287.7,False
10,131,PROXIMATE_TO,0.00351,distance_km=284.9,False
10,134,PROXIMATE_TO,0.005151,distance_km=194.1,False
10,135,PROXIMATE_TO,0.00364,distance_km=274.8,False
10,136,PROXIMATE_TO,0.004303,distance_km=232.4,False
10,141,PROXIMATE_TO,0.028401,distance_km=35.2,False
10,142,PROXIMATE_TO,0.032951,distance_km=30.3,False
10,143,PROXIMATE_TO,0.011701,distance_km=85.5,False
10,144,PROXIMATE_TO,0.005083,distance_km=196.7,False
10,145,PROXIMATE_TO,0.008154,distance_km=122.6,False
10,146,PROXIMATE_TO,0.006364,distance_km=157.1,False
10,147,PROXIMATE_TO,0.013451,distance_km=74.3,False
10,148,PROXIMATE_TO,0.02247,distance_km=44.5,False
10,149,PROXIMATE_TO,0.006214,distance_km=160.9,False
10,150,PROXIMATE_TO,0.008788,distance_km=113.8,False
11,12,PROXIMATE_TO,0.008369,distance_km=119.5,False
11,14,PROXIMATE_TO,0.015931,distance_km=62.8,False
11,15,PROXIMATE_TO,0.006964,distance_km=143.6,False
11,16,PROXIMATE_TO,0.003642,distance_km=274.6,False
11,17,PROXIMATE_TO,0.003483,distance_km=287.1,False
11,18,PROXIMATE_TO,0.003343,distance_km=299.1,False
11,82,PROXIMATE_TO,0.004174,distance_km=239.6,False
12,14,PROXIMATE_TO,0.009358,distance_km=106.9,False
12,15,PROXIMATE_TO,0.006031,distance_km=165.8,False
12,16,PROXIMATE_TO,0.004611,distance_km=216.9,False
12,17,PROXIMATE_TO,0.005962,distance_km=167.7,False
12,18,PROXIMATE_TO,0.004847,distance_km=206.3,False
12,75,PROXIMATE_TO,0.003512,distance_km=284.7,False
13,19,PROXIMATE_TO,0.006707,distance_km=149.1,False
13,20,PROXIMATE_TO,0.003533,distance_km=283.0,False
13,91,PROXIMATE_TO,0.003432,distance_km=291.4,False
13,93,PROXIMATE_TO,0.004147,distance_km=241.1,False
13,96,PROXIMATE_TO,0.003362,distance_km=297.5,False
13,113,PROXIMATE_TO,0.003402,distance_km=294.0,False
13,118,PROXIMATE_TO,0.005762,distance_km=173.6,False
14,15,PROXIMATE_TO,0.011862,distance_km=84.3,False
14,16,PROXIMATE_TO,0.004671,distance_km=214.1,False
14,17,PROXIMATE_TO,0.003812,distance_km=262.3,False
14,82,PROXIMATE_TO,0.004704,distance_km=212.6,False
14,85,PROXIMATE_TO,0.003373,distance_km=296.5,False
15,16,PROXIMATE_TO,0.006151,distance_km=162.6,False
15,17,PROXIMATE_TO,0.003488,distance_km=286.7,False
15,82,PROXIMATE_TO,0.006008,distance_km=166.4,False
15,83,PROXIMATE_TO,0.003823,distance_km=261.6,False
15,85,PROXIMATE_TO,0.003845,distance_km=260.1,False
15,89,PROXIMATE_TO,0.003379,distance_km=295.9,False
16,17,PROXIMATE_TO,0.004434,distance_km=225.5,False
16,19,PROXIMATE_TO,0.003585,distance_km=278.9,False
16,20,PROXIMATE_TO,0.004149,distance_km=241.0,False
17,18,PROXIMATE_TO,0.005938,distance_km=168.4,False
17,20,PROXIMATE_TO,0.003693,distance_km=270.8,False
17,74,PROXIMATE_TO,0.003584,distance_km=279.0,False
17,75,PROXIMATE_TO,0.005195,distance_km=192.5,False
17,76,PROXIMATE_TO,0.005807,distance_km=172.2,False
17,120,PROXIMATE_TO,0.003516,distance_km=284.4,False
18,74,PROXIMATE_TO,0.005528,distance_km=180.9,False
18,75,PROXIMATE_TO,0.010884,distance_km=91.9,False
18,76,PROXIMATE_TO,0.003629,distance_km=275.6,False
19,20,PROXIMATE_TO,0.004353,distance_km=229.7,False
19,91,PROXIMATE_TO,0.00425,distance_km=235.3,False
19,92,PROXIMATE_TO,0.003957,distance_km=252.7,False
19,95,PROXIMATE_TO,0.003365,distance_km=297.2,False
19,97,PROXIMATE_TO,0.00434,distance_km=230.4,False
19,113,PROXIMATE_TO,0.003572,distance_km=279.9,False
19,118,PROXIMATE_TO,0.005298,distance_km=188.8,False
20,76,PROXIMATE_TO,0.004557,distance_km=219.4,False
20,111,PROXIMATE_TO,0.004559,distance_km=219.3,False
20,112,PROXIMATE_TO,0.003924,distance_km=254.9,False
20,113,PROXIMATE_TO,0.012527,distance_km=79.8,False
20,114,PROXIMATE_TO,0.005305,distance_km=188.5,False
20,116,PROXIMATE_TO,0.003747,distance_km=266.9,False
20,117,PROXIMATE_TO,0.003387,distance_km=295.3,False
20,118,PROXIMATE_TO,0.007825,distance_km=127.8,False
20,119,PROXIMATE_TO,0.006675,distance_km=149.8,False
20,120,PROXIMATE_TO,0.004129,distance_km=242.2,False
21,22,PROXIMATE_TO,0.012524,distance_km=79.8,False
21,23,PROXIMATE_TO,0.003423,distance_km=292.2,False
21,24,PROXIMATE_TO,0.003759,distance_km=266.0,False
21,25,PROXIMATE_TO,0.005565,distance_km=179.7,False
21,29,PROXIMATE_TO,0.004258,distance_km=234.9,False
21,30,PROXIMATE_TO,0.004133,distance_km=242.0,False
21,94,PROXIMATE_TO,0.003507,distance_km=285.2,False
21,98,PROXIMATE_TO,0.004188,distance_km=238.8,False
21,99,PROXIMATE_TO,0.004241,distance_km=235.8,False
22,23,PROXIMATE_TO,0.004197,distance_km=238.3,False
22,25,PROXIMATE_TO,0.005196,distance_km=192.4,False
22,29,PROXIMATE_TO,0.004169,distance_km=239.8,False
22,94,PROXIMATE_TO,0.004723,distance_km=211.7,False
22,98,PROXIMATE_TO,0.004981,distance_km=200.8,False
22,99,PROXIMATE_TO,0.004583,distance_km=218.2,False
23,26,PROXIMATE_TO,0.005378,distance_km=185.9,False
23,27,PROXIMATE_TO,0.005916,distance_km=169.0,False
23,28,PROXIMATE_TO,0.00489,distance_km=204.5,False
23,29,PROXIMATE_TO,0.005053,distance_km=197.9,False
23,61,PROXIMATE_TO,0.004569,distance_km=218.9,False
23,68,PROXIMATE_TO,0.007135,distance_km=140.2,False
23,69,PROXIMATE_TO,0.003342,distance_km=299.3,False
23,94,PROXIMATE_TO,0.009173,distance_km=109.0,False
23,141,PROXIMATE_TO,0.005789,distance_km=172.7,False
23,142,PROXIMATE_TO,0.006541,distance_km=152.9,False
23,143,PROXIMATE_TO,0.003755,distance_km=266.3,False
23,147,PROXIMATE_TO,0.004207,distance_km=237.7,False
23,148,PROXIMATE_TO,0.004458,distance_km=224.3,False
23,150,PROXIMATE_TO,0.003889,distance_km=257.1,False
24,25,PROXIMATE_TO,0.008441,distance_km=118.5,False
24,30,PROXIMATE_TO,0.006564,distance_km=152.4,False
24,31,PROXIMATE_TO,0.00466,distance_km=214.6,False
24,32,PROXIMATE_TO,0.004757,distance_km=210.2,False
24,33,PROXIMATE_TO,0.004005,distance_km=249.7,False
24,39,PROXIMATE_TO,0.005295,distance_km=188.9,False
24,40,PROXIMATE_TO,0.004097,distance_km=244.1,False
24,98,PROXIMATE_TO,0.004242,distance_km=235.8,False
24,99,PROXIMATE_TO,0.005679,distance_km=176.1,False
25,30,PROXIMATE_TO,0.004876,distance_km=205.1,False
25,39,PROXIMATE_TO,0.003337,distance_km=299.7,False
25,98,PROXIMATE_TO,0.007423,distance_km=134.7,False
25,99,PROXIMATE_TO,0.011301,distance_km=88.5,False
26,27,PROXIMATE_TO,0.038322,distance_km=26.1,False
26,28,PROXIMATE_TO,0.025458,distance_km=39.3,False
26,29,PROXIMATE_TO,0.005176,distance_km=193.2,False
26,61,PROXIMATE_TO,0.003814,distance_km=262.2,False
26,68,PROXIMATE_TO,0.005801,distance_km=172.4,False
26,69,PROXIMATE_TO,0.003726,distance_km=268.4,False
26,94,PROXIMATE_TO,0.0034,distance_km=294.1,False
26,131,PROXIMATE_TO,0.003528,distance_km=283.4,False
26,134,PROXIMATE_TO,0.005187,distance_km=192.8,False
26,135,PROXIMATE_TO,0.003561,distance_km=280.9,False
26,136,PROXIMATE_TO,0.004422,distance_km=226.1,False
26,141,PROXIMATE_TO,0.018434,distance_km=54.2,False
26,142,PROXIMATE_TO,0.022829,distance_km=43.8,False
26,143,PROXIMATE_TO,0.012051,distance_km=83.0,False
26,144,PROXIMATE_TO,0.005238,distance_km=190.9,False
26,145,PROXIMATE_TO,0.008452,distance_km=118.3,False
26,146,PROXIMATE_TO,0.005961,distance_km=167.8,False
26,147,PROXIMATE_TO,0.011532,distance_km=86.7,False
26,148,PROXIMATE_TO,0.020425,distance_km=49.0,False
26,149,PROXIMATE_TO,0.00663,distance_km=150.8,False
26,150,PROXIMATE_TO,0.007775,distance_km=128.6,False
27,28,PROXIMATE_TO,0.015534,distance_km=64.4,False
27,29,PROXIMATE_TO,0.004917,distance_km=203.4,False
27,61,PROXIMATE_TO,0.004229,distance_km=236.4,False
27,68,PROXIMATE_TO,0.006835,distance_km=146.3,False
27,69,PROXIMATE_TO,0.004048,distance_km=247.1,False
27,94,PROXIMATE_TO,0.003628,distance_km=275.7,False
27,131,PROXIMATE_TO,0.003373,distance_km=296.5,False
27,134,PROXIMATE_TO,0.004859,distance_km=205.8,False
27,135,PROXIMATE_TO,0.003518,distance_km=284.3,False
27,136,PROXIMATE_TO,0.004091,distance_km=244.4,False
27,141,PROXIMATE_TO,0.0319,distance_km=31.3,False
27,142,PROXIMATE_TO,0.053491,distance_km=18.7,False
27,143,PROXIMATE_TO,0.010267,distance_km=97.4,False
27,144,PROXIMATE_TO,0.00479,distance_km=208.8,False
27,145,PROXIMATE_TO,0.007427,distance_km=134.6,False
27,146,PROXIMATE_TO,0.006071,distance_km=164.7,False
27,147,PROXIMATE_TO,0.012258,distance_km=81.6,False
27,148,PROXIMATE_TO,0.017939,distance_km=55.7,False
27,149,PROXIMATE_TO,0.005791,distance_km=172.7,False
27,150,PROXIMATE_TO,0.008438,distance_km=118.5,False
28,29,PROXIMATE_TO,0.00586,distance_km=170.7,False
28,68,PROXIMATE_TO,0.004773,distance_km=209.5,False
28,131,PROXIMATE_TO,0.003557,distance_km=281.2,False
28,134,PROXIMATE_TO,0.005192,distance_km=192.6,False
28,135,PROXIMATE_TO,0.003403,distance_km=293.9,False
28,136,PROXIMATE_TO,0.004658,distance_km=214.7,False
28,141,PROXIMATE_TO,0.010692,distance_km=93.5,False
28,142,PROXIMATE_TO,0.012478,distance_km=80.1,False
28,143,PROXIMATE_TO,0.011347,distance_km=88.1,False
28,144,PROXIMATE_TO,0.005512,distance_km=181.4,False
28,145,PROXIMATE_TO,0.008646,distance_km=115.7,False
28,146,PROXIMATE_TO,0.005227,distance_km=191.3,False
28,147,PROXIMATE_TO,0.008612,distance_km=116.1,False
28,148,PROXIMATE_TO,0.013808,distance_km=72.4,False
28,149,PROXIMATE_TO,0.007513,distance_km=133.1,False
28,150,PROXIMATE_TO,0.00624,distance_km=160.3,False
29,68,PROXIMATE_TO,0.003362,distance_km=297.4,False
29,94,PROXIMATE_TO,0.00358,distance_km=279.3,False
29,141,PROXIMATE_TO,0.004308,distance_km=232.2,False
29,142,PROXIMATE_TO,0.004881,distance_km=204.9,False
29,143,PROXIMATE_TO,0.003876,distance_km=258.0,False
29,145,PROXIMATE_TO,0.003567,distance_km=280.3,False
29,147,PROXIMATE_TO,0.003573,distance_km=279.9,False
29,148,PROXIMATE_TO,0.004171,distance_km=239.8,False
29,149,PROXIMATE_TO,0.003616,distance_km=276.5,False
30,31,PROXIMATE_TO,0.00473,distance_km=211.4,False
30,32,PROXIMATE_TO,0.003769,distance_km=265.3,False
30,33,PROXIMATE_TO,0.004895,distance_km=204.3,False
30,35,PROXIMATE_TO,0.003654,distance_km=273.6,False
30,39,PROXIMATE_TO,0.006121,distance_km=163.4,False
30,40,PROXIMATE_TO,0.004404,distance_km=227.1,False
30,99,PROXIMATE_TO,0.003437,distance_km=291.0,False
