Country,State,Year,Station Code,Station Name,"Minimum Temperature For Ground Water In Celsius (UOM:Â°C(Centigrade)), Scaling Factor:1","Maximum Temperature For Ground Water In Celsius (UOM:Â°C(Centigrade)), Scaling Factor:1","Minimum Level Of Dissolved Oxygen (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum Level Of Dissolved Oxygen (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Minimum Potential Of Hydrogen Value In Water (UOM:pH), Scaling Factor:1","Maximum Potential Of Hydrogen Value In Water (UOM:pH), Scaling Factor:1","Minimum Conductivity Level (UOM:Ã‚Âµmhos/cm(micromhospercentimeter)), Scaling Factor:1","Maximum Conductivity Level (UOM:Ã‚Âµmhos/cm(micromhospercentimeter)), Scaling Factor:1","Minimum Biochemical Oxygen Demand (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum Biochemical Oxygen Demand (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Minimum  Of Nitrate N  (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum  Of Nitrate N (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Minimum  Of Nitrate N + Nitrite N Required Required For Ground Water (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum  Of Nitrate N + Nitrite N Required Required For Ground Water (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Minimum  Of Total Coliform Required For Ground Water (UOM:MPN/100ML(MostprobableNumberper100mililiters)), Scaling Factor:1","Maximum  Of Total Coliform Required For Ground Water (UOM:MPN/100ML(MostprobableNumberper100mililiters)), Scaling Factor:1","Minimum  Of Faecal Coliforms Required For Ground Water (UOM:MPN/100ML(MostprobableNumberper100mililiters)), Scaling Factor:1","Maximum   Of Faecal Coliforms Required For Ground Water (UOM:MPN/100ML(MostprobableNumberper100mililiters)), Scaling Factor:1","Minimum Level Of Faecal Streptococci Bacteria (UOM:MPN/100ML(MostprobableNumberper100mililiters)), Scaling Factor:1","Maximum Level Of Faecal Streptococci Bacteria (UOM:MPN/100ML(MostprobableNumberper100mililiters)), Scaling Factor:1","Minimum Concentration Of Total Dissolved Solids (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum Concentration Of Total Dissolved Solids  (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Minimum Concentration Of Fluoride Observed (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum Concentration Of Fluoride Observed (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Nimum Concentration Of Arsenic Observed (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum Concentration Of Arsenic Observed (UOM:mg/L(Milligramsperliter)), Scaling Factor:1"
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",1524,OPEN WELL NEAR PARTAP NAGAR BRIDGE - KAKINADA TOWN,25.0000000000000000,28.0000000000000000,,,7.4400000000000000,7.9000000000000000,1080.0000000000000000,1235.0000000000000000,1.40000000000000000000,1.40000000000000000000,,,1.33000000000000000000,8.1800000000000000,39.0000000000000000,120.0000000000000000,3.0000000000000000,4.0000000000000000,,,722.0000000000000000,788.0000000000000000,0.30000000000000000000,0.30000000000000000000,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",26,"BORE WELL AT KANURU PANCHAYAT, VIJAYAWADA",24.0000000000000000,24.0000000000000000,,,7.2800000000000000,7.4000000000000000,2300.0000000000000000,2390.0000000000000000,2.2000000000000000,2.4000000000000000,,,3.1500000000000000,3.7700000000000000,11.0000000000000000,21.0000000000000000,3.0000000000000000,3.0000000000000000,,,1356.0000000000000000,1480.0000000000000000,0.38000000000000000000,0.44000000000000000000,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",3087,"BOREWELL NEAR GRAMPANCHAYAT OFFICE, PATHAPADU (V), VIJAYAWADA RURAL",24.0000000000000000,24.0000000000000000,,,7.2500000000000000,7.7800000000000000,2102.0000000000000000,2413.0000000000000000,1.80000000000000000000,2.0000000000000000,,,1.51000000000000000000,1.95000000000000000000,14.0000000000000000,20.0000000000000000,3.0000000000000000,4.0000000000000000,,,1260.0000000000000000,1430.0000000000000000,0.56000000000000000000,0.62000000000000000000,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",3089,"HAND PUMP AT TANAM (V), PARAWADA (M)",27.0000000000000000,28.0000000000000000,,,5.7500000000000000,7.2700000000000000,1640.0000000000000000,2740.0000000000000000,2.3000000000000000,2.3000000000000000,,,8.7400000000000000,9.8100000000000000,39.0000000000000000,64.0000000000000000,3.0000000000000000,3.0000000000000000,,,1034.0000000000000000,1680.0000000000000000,0.48000000000000000000,0.58000000000000000000,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",3090,"HAND PUMP AT PITTAVANIPALEM (V), PARAWADA (M)",26.0000000000000000,27.0000000000000000,,,7.6300000000000000,7.7500000000000000,1167.0000000000000000,1725.0000000000000000,2.1000000000000000,2.1000000000000000,,,9.1500000000000000,9.8400000000000000,39.0000000000000000,43.0000000000000000,3.0000000000000000,3.0000000000000000,,,749.0000000000000000,1120.0000000000000000,,,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",3091,"BORE WELL AT KAPULUPPADA DUMPSITE, VISHAKHAPATNAM",22.0000000000000000,27.0000000000000000,,,7.2600000000000000,7.3100000000000000,3290.0000000000000000,3780.0000000000000000,2.1000000000000000,2.2000000000000000,,,9.7500000000000000,11.8500000000000000,75.0000000000000000,150.0000000000000000,3.0000000000000000,11.0000000000000000,,,2234.0000000000000000,2300.0000000000000000,0.28000000000000000000,0.95000000000000000000,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",3092,"BORE WELL AT ARINAM AKKIVALASA (V), ETCHERLA (M)",24.0000000000000000,30.0000000000000000,,,7.4200000000000000,8.0300000000000000,1014.0000000000000000,1389.0000000000000000,2.2000000000000000,2.2000000000000000,,,7.9400000000000000,8.7100000000000000,21.0000000000000000,64.0000000000000000,3.0000000000000000,4.0000000000000000,,,680.0000000000000000,880.0000000000000000,0.99000000000000000000,0.99000000000000000000,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",3093,"BORE WELL AT ALLADAPALEM (V), PUSAPATIREGA(M)",25.0000000000000000,25.0000000000000000,,,7.5300000000000000,8.2100000000000000,1156.0000000000000000,1390.0000000000000000,1.90000000000000000000,1.90000000000000000000,,,5.6200000000000000,8.5400000000000000,39.0000000000000000,64.0000000000000000,3.0000000000000000,4.0000000000000000,,,716.0000000000000000,932.0000000000000000,0.88000000000000000000,0.98000000000000000000,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",4350,"BOREWELL AT ZP HIGH SCHOOL, UDDANAM REGION, AMALAPADU (V), VAJRAPUKOTTURU (M)",24.0000000000000000,32.0000000000000000,,,7.2300000000000000,7.6900000000000000,695.0000000000000000,1315.0000000000000000,1.80000000000000000000,2.7000000000000000,,,3.3600000000000000,9.1900000000000000,39.0000000000000000,75.0000000000000000,3.0000000000000000,3.0000000000000000,,,458.0000000000000000,820.0000000000000000,0.31000000000000000000,0.31000000000000000000,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",4353,"BORE WELL AT MANGARAJU HOUSE, GAJAPATHINAGARAM VILLAGE, PAYAKARAOPETA (M)",25.0000000000000000,29.0000000000000000,,,7.9300000000000000,8.1500000000000000,3460.0000000000000000,3890.0000000000000000,2.0000000000000000,2.0000000000000000,,,10.9800000000000000,49.2200000000000000,64.0000000000000000,64.0000000000000000,3.0000000000000000,4.0000000000000000,,,2344.0000000000000000,2528.0000000000000000,0.27000000000000000000,0.27000000000000000000,0.00060000000000000000,0.00060000000000000000
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",4354,"BORE WELL, SRI NOOKATATA TEMPLE RAJAYYAPETA VILLAGE, NAKKAPALLI (M)",26.0000000000000000,27.0000000000000000,,,7.4900000000000000,7.8800000000000000,10380.0000000000000000,11120.0000000000000000,2.1000000000000000,2.1000000000000000,,,8.9100000000000000,10.0500000000000000,43.0000000000000000,75.0000000000000000,3.0000000000000000,4.0000000000000000,,,6520.0000000000000000,7640.0000000000000000,0.46000000000000000000,0.55000000000000000000,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",4355,"BORE WELL, CHIPPADA (V), BHEEMUNIPATNAM (M)",23.0000000000000000,28.0000000000000000,,,6.8000000000000000,7.1700000000000000,855.0000000000000000,858.0000000000000000,1.10000000000000000000,1.60000000000000000000,,,8.8800000000000000,9.2500000000000000,64.0000000000000000,64.0000000000000000,3.0000000000000000,3.0000000000000000,,,540.0000000000000000,588.0000000000000000,0.64000000000000000000,0.64000000000000000000,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",4360,"BORE WELL AT IDA, RAMANAYYAPETA, KAKINADA TOWN",24.0000000000000000,28.0000000000000000,,,8.0700000000000000,8.0800000000000000,798.0000000000000000,886.0000000000000000,1.10000000000000000000,1.10000000000000000000,,,3.4900000000000000,3.9200000000000000,28.0000000000000000,43.0000000000000000,3.0000000000000000,3.0000000000000000,,,520.0000000000000000,538.0000000000000000,0.47000000000000000000,0.47000000000000000000,0.00570000000000000000,0.00600000000000000000
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",4364,"BORE WALL AT RAJIV GRUHAKALAPA, NEAR AP PAPER MILLS WORKERS COLONY, MALLAYYAPETA, KATHERU, RAJAMAHENDRAVARAM",24.0000000000000000,26.0000000000000000,,,7.4500000000000000,8.2900000000000000,709.0000000000000000,940.0000000000000000,1.60000000000000000000,1.60000000000000000000,,,0.32000000000000000000,8.0200000000000000,39.0000000000000000,48.0000000000000000,3.0000000000000000,3.0000000000000000,,,458.0000000000000000,652.0000000000000000,0.27000000000000000000,0.54000000000000000000,0.00060000000000000000,0.00060000000000000000
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",4376,"BOREWELL WATER , APIIC OFFICE, IDA KONDAPALLI, KONDAPALLI (V), IBRAHIMPATNAM (M)",22.0000000000000000,24.0000000000000000,,,7.4400000000000000,7.6000000000000000,4770.0000000000000000,7670.0000000000000000,2.8000000000000000,2.9000000000000000,,,2.9200000000000000,2.9800000000000000,23.0000000000000000,75.0000000000000000,3.0000000000000000,7.0000000000000000,,,2990.0000000000000000,4600.0000000000000000,0.93000000000000000000,0.98000000000000000000,0.00070000000000000000,0.00380000000000000000
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",4377,"BOREWELL AT IMITATION JEWELLARY PARK, MACHILIPTNAM TOWN",27.0000000000000000,27.0000000000000000,,,8.0700000000000000,8.1900000000000000,8920.0000000000000000,10200.0000000000000000,2.8000000000000000,2.9000000000000000,,,3.3400000000000000,4.4700000000000000,28.0000000000000000,64.0000000000000000,3.0000000000000000,5.0000000000000000,,,5440.0000000000000000,6120.0000000000000000,0.92000000000000000000,0.96000000000000000000,0.00090000000000000000,0.00090000000000000000
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",4380,"BOREWELL WATER , SRI VENKATESWARA SWAMY TEMPLE, VENKATA PALEM (V), TULLUR (M)",21.0000000000000000,22.0000000000000000,,,7.2600000000000000,7.9300000000000000,802.0000000000000000,980.0000000000000000,2.2000000000000000,2.4000000000000000,,,0.65000000000000000000,0.71000000000000000000,9.0000000000000000,14.0000000000000000,3.0000000000000000,3.0000000000000000,,,498.0000000000000000,584.0000000000000000,0.58000000000000000000,0.61000000000000000000,0.00050000000000000000,0.00360000000000000000
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",4382,"BOREWELL AT PEDAKAKANI POLICE STATION, AUTONAGAR, PEDAKAKANI (V & M)",21.0000000000000000,22.0000000000000000,,,7.4000000000000000,7.6800000000000000,4360.0000000000000000,4476.0000000000000000,2.2000000000000000,2.4000000000000000,,,4.3200000000000000,4.8300000000000000,15.0000000000000000,21.0000000000000000,3.0000000000000000,4.0000000000000000,,,2730.0000000000000000,2740.0000000000000000,0.40000000000000000000,0.43000000000000000000,0.00490000000000000000,0.00490000000000000000
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",4384,"BOREWELL IN FRONT OF M/S BHAGEERADHA CHEMICALS & INDUSTRIES LTD, CHERUVUKOMMUPALEM (V), ONGOLE (M)",24.0000000000000000,25.0000000000000000,,,7.3000000000000000,7.9800000000000000,9200.0000000000000000,10280.0000000000000000,2.4000000000000000,2.8000000000000000,,,8.3700000000000000,9.1000000000000000,39.0000000000000000,75.0000000000000000,3.0000000000000000,10.0000000000000000,,,5520.0000000000000000,6270.0000000000000000,0.99000000000000000000,1.23000000000000000000,0.00120000000000000000,0.00140000000000000000
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",4392,"BOREWELL NEAR SRI GOVINDARAJA SWAMY TEMPLE, TIRUPATI TOWN",24.0000000000000000,29.0000000000000000,,,6.6000000000000000,6.7000000000000000,1034.0000000000000000,1051.0000000000000000,,,,,4.5300000000000000,8.7200000000000000,46.0000000000000000,46.0000000000000000,7.0000000000000000,7.0000000000000000,,,631.0000000000000000,674.0000000000000000,0.80000000000000000000,0.80000000000000000000,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",4393,"CLOSED MSW DUMPSITE, UKKAYAPALLI (V), KADAPA (M)",25.0000000000000000,25.0000000000000000,,,7.1000000000000000,7.2000000000000000,2408.0000000000000000,2603.0000000000000000,2.0000000000000000,2.0000000000000000,,,9.0100000000000000,9.4200000000000000,69.0000000000000000,69.0000000000000000,12.0000000000000000,12.0000000000000000,,,1562.0000000000000000,1571.0000000000000000,0.80000000000000000000,1.40000000000000000000,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",4394,"BOREWELL AT APIIC OFFICE INDUSTRIAL ESTATE GROWTH CENTRE, THUMAKUNTA (V), HINDUPUR (M)",28.0000000000000000,28.0000000000000000,,,6.9000000000000000,6.9000000000000000,1806.0000000000000000,3170.0000000000000000,1.20000000000000000000,1.20000000000000000000,,,1.19000000000000000000,5.8400000000000000,42.0000000000000000,42.0000000000000000,8.0000000000000000,8.0000000000000000,,,1178.0000000000000000,1902.0000000000000000,0.90000000000000000000,1.80000000000000000000,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022",4395,"BOREWELL AT APIIC OFFICE INDUSTRIAL ESTATE, ANANTAPUR(M)",27.0000000000000000,27.0000000000000000,,,6.9000000000000000,7.5000000000000000,3070.0000000000000000,3127.0000000000000000,,,,,7.4600000000000000,8.2600000000000000,27.0000000000000000,27.0000000000000000,2.0000000000000000,2.0000000000000000,,,1845.0000000000000000,2041.0000000000000000,1.30000000000000000000,1.70000000000000000000,,
India,Assam,"Calendar Year (Jan - Dec), 2022",1533,"GROUND WATER AT DIGBOI, TINSUKIA DISTT., ASSAM",22.0000000000000000,27.0000000000000000,,,6.9000000000000000,7.2000000000000000,308.0000000000000000,313.0000000000000000,2.4000000000000000,2.5000000000000000,,,0.80000000000000000000,1.00000000000000000000,,,,,,,176.0000000000000000,212.0000000000000000,0.30000000000000000000,0.31000000000000000000,0.01000000000000000000,0.01000000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2022",1534,"GROUND WATER AT KARBI ANGLONG TOWN, ASSAM",26.0000000000000000,26.0000000000000000,,,7.0000000000000000,7.0000000000000000,268.0000000000000000,268.0000000000000000,2.5000000000000000,2.5000000000000000,,,1.40000000000000000000,1.40000000000000000000,,,,,,,186.0000000000000000,186.0000000000000000,0.32000000000000000000,0.32000000000000000000,0.01000000000000000000,0.01000000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2022",1535,"GROUND WATER AT SIVASAGAR GOVT ME SCHOOL WARD 6, RED CROSS ROAD , ASSAM",20.0000000000000000,26.0000000000000000,,,6.8000000000000000,7.0000000000000000,295.0000000000000000,298.0000000000000000,2.3000000000000000,2.4000000000000000,,,0.80000000000000000000,0.90000000000000000000,,,,,,,166.0000000000000000,190.0000000000000000,0.30000000000000000000,0.31000000000000000000,0.01000000000000000000,0.01000000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2022",1536,GROUND WATER FROM NEAR BPMS H.S. SCHOOL SONARI TOWN DIST CHARAIDEO,22.0000000000000000,24.0000000000000000,,,6.9000000000000000,7.2000000000000000,378.0000000000000000,385.0000000000000000,2.5000000000000000,2.6000000000000000,,,0.80000000000000000000,1.00000000000000000000,910.0000000000000000,910.0000000000000000,360.0000000000000000,360.0000000000000000,,,212.0000000000000000,236.0000000000000000,0.30000000000000000000,0.31000000000000000000,0.01000000000000000000,0.01000000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2022",1537,"GROUND WATER FROM JORHAT TOWN, ASSAM",18.0000000000000000,26.0000000000000000,,,6.9000000000000000,7.8000000000000000,274.0000000000000000,366.0000000000000000,2.4000000000000000,2.6000000000000000,,,0.80000000000000000000,0.90000000000000000000,,,,,,,196.0000000000000000,204.0000000000000000,0.28000000000000000000,0.31000000000000000000,0.01000000000000000000,0.01000000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2022",1538,"GROUND WATER FROM SILCHAR TOWN , ASSAM",24.0000000000000000,24.0000000000000000,,,6.8000000000000000,6.8000000000000000,126.0000000000000000,126.0000000000000000,2.0000000000000000,2.0000000000000000,,,1.00000000000000000000,1.00000000000000000000,,,,,,,80.0000000000000000,80.0000000000000000,0.26000000000000000000,0.26000000000000000000,0.01000000000000000000,0.01000000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2022",1539,"GROUND WATER FROM BARPETA TOWN, ASSAM",29.0000000000000000,29.0000000000000000,,,7.6000000000000000,7.6000000000000000,166.0000000000000000,166.0000000000000000,2.5000000000000000,2.5000000000000000,,,0.90000000000000000000,0.90000000000000000000,,,,,,,124.0000000000000000,124.0000000000000000,0.32000000000000000000,0.32000000000000000000,0.02000000000000000000,0.02000000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2022",1540,"GROUND WATER FROM BONAIGAON TOWN, ASSAM",27.0000000000000000,30.0000000000000000,,,6.8000000000000000,6.9000000000000000,312.0000000000000000,318.0000000000000000,2.3000000000000000,2.4000000000000000,,,0.70000000000000000000,0.90000000000000000000,,,,,,,182.0000000000000000,198.0000000000000000,0.31000000000000000000,0.32000000000000000000,0.01000000000000000000,0.01000000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2022",1541,"GROUND WATER FROM NOONMATI GUWAHATI, ASSAM",25.0000000000000000,25.0000000000000000,,,6.7000000000000000,6.8000000000000000,342.0000000000000000,346.0000000000000000,2.3000000000000000,2.5000000000000000,,,0.80000000000000000000,0.90000000000000000000,,,,,,,190.0000000000000000,216.0000000000000000,0.30000000000000000000,0.31000000000000000000,0.01000000000000000000,0.01000000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2022",1542,"GROUND WATER FROM SIJUBARI MAZAR, NATBOMA HATIGAON, GUWAHATI",22.0000000000000000,30.0000000000000000,,,7.2000000000000000,7.4000000000000000,358.0000000000000000,363.0000000000000000,2.3000000000000000,2.4000000000000000,,,0.80000000000000000000,0.90000000000000000000,,,,,,,122.0000000000000000,206.0000000000000000,0.30000000000000000000,0.33000000000000000000,0.01000000000000000000,0.01000000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2022",2243,"GROUND WATER FROM LEDO, MARGHERITA, ASSAM",23.0000000000000000,23.0000000000000000,,,6.9000000000000000,7.4000000000000000,290.0000000000000000,295.0000000000000000,2.3000000000000000,2.4000000000000000,,,0.90000000000000000000,1.00000000000000000000,,,,,,,168.0000000000000000,180.0000000000000000,0.29000000000000000000,0.30000000000000000000,0.01000000000000000000,0.01000000000000000000
